id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seat_available
5455,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),28-07-2024 23:00,02h 34m,29-07-2024 01:34,1.7,0,0
5456,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),28-07-2024 23:15,04h 15m,29-07-2024 03:30,2.4,0,0
5457,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba (Bhunia),AC Seater (2+3),28-07-2024 23:15,03h 15m,29-07-2024 02:30,1.2,0,0
5458,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan(Maa Chandi),AC Seater (2+3),28-07-2024 23:40,03h 45m,29-07-2024 03:25,2.3,0,0
5459,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),28-07-2024 23:50,03h 55m,29-07-2024 03:45,2,0,0
5460,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,NON A/C Seater (2+3),28-07-2024 23:55,03h 35m,29-07-2024 03:30,2,0,0
5461,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Basu Travels,A/C Seater Push Back (2+3),28-07-2024 23:55,02h 59m,29-07-2024 02:54,2.6,0,0
5462,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater Push Back (2+3),28-07-2024 23:59,03h 51m,29-07-2024 03:50,3.8,0,0
5463,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Shinjini),AC Seater (2+2),28-07-2024 01:45,03h 30m,28-07-2024 05:15,3.8,0,0
5464,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Paribahan (Ruposhi),AC Seater (2+3),28-07-2024 02:30,03h 30m,28-07-2024 06:00,3.7,0,0
5465,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Friends Travels,A/C Seater (2+2),28-07-2024 02:30,03h 30m,28-07-2024 06:00,3.6,0,0
5466,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,City Express (Ruposhi),AC Seater (2+3),28-07-2024 02:40,03h 50m,28-07-2024 06:30,3.3,0,0
5467,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Santosh Bus Service,NON A/C Seater Pushback (2+3),28-07-2024 03:30,02h 40m,28-07-2024 06:10,3.2,0,0
5468,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,A/C Seater (2+3),28-07-2024 05:00,04h 39m,28-07-2024 09:39,3.2,0,0
5469,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Purusottam Travels,NON A/C Seater (2+3),28-07-2024 11:00,03h 30m,28-07-2024 14:30,3.1,0,0
5470,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan(Parameswar),A/C Seater (2+3),28-07-2024 13:15,03h 35m,28-07-2024 16:50,3.1,0,0
5471,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan,AC Seater (2+3),28-07-2024 18:15,03h 35m,28-07-2024 21:50,3.1,0,0
5472,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Ankita Paribahan,A/C Push Back (2+3),28-07-2024 19:40,0-15h 0-40m,29-07-2024 05:00,2.6,0,0
5473,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),28-07-2024 19:45,03h 35m,28-07-2024 23:20,2.6,0,0
5474,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba,AC Seater (2+3),28-07-2024 20:50,03h 50m,29-07-2024 00:40,2.6,0,0
5475,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Bengal Surface Transport,A/C Seater Push Back (2+3),28-07-2024 20:55,03h 45m,29-07-2024 00:40,2.6,0,0
5476,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Snemita Parisheba (Samanta),AC Seater (2+3),28-07-2024 21:50,03h 40m,29-07-2024 01:30,1.8,0,0
5477,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Suvam Travels,Non AC Seater (2+3),28-07-2024 23:00,03h 00m,29-07-2024 02:00,1,0,0
5478,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Anadi Travels (Disha Gold),A/C Seater Push Back (2+3),28-07-2024 01:30,02h 15m,28-07-2024 03:45,1.9,0,0
5479,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kojagar Travels,A/C Seater (2+3),28-07-2024 03:00,03h 00m,28-07-2024 06:00,0,0,0
5480,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - DURGAPUR - 11:30 (DGP DEPOT) - 178,Non AC Seater (2+3),28-07-2024 03:45,03h 30m,28-07-2024 07:15,3.2,155,24
5481,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 11:40 (ASANSOL DEPOT) - 250,Non AC Seater (2+3),28-07-2024 15:30,03h 30m,28-07-2024 19:00,1.1,150,0
5482,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 12:00 - 310,Non AC Seater (2+3),28-07-2024 23:55,03h 20m,29-07-2024 03:15,3.9,155,0
5483,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 12:00 (HWH DEP - 401,Non AC Seater (2+3),28-07-2024 00:45,02h 50m,28-07-2024 03:35,3.7,150,0
5484,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - L/S - 12:30 (ASANSOL DEPOT) - 252,Non AC Seater (2+3),28-07-2024 01:25,03h 20m,28-07-2024 04:45,2.6,150,0
5485,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 12:50 (Durgapur) - 328,Non AC Seater (2+3),28-07-2024 01:35,02h 55m,28-07-2024 04:30,3.6,150,0
5486,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - DURGAPUR - 13:00 (DGP DEPOT) - 180,Non AC Seater (2+3),28-07-2024 02:30,03h 30m,28-07-2024 06:00,4.3,155,0
5487,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 13:00 (PRL DEP - 290,Non AC Seater (2+3),28-07-2024 02:45,02h 25m,28-07-2024 05:10,3.6,150,0
5488,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 13:15 (ASANSOL DEPOT) - 767,Non AC Seater (2+3),28-07-2024 03:00,03h 00m,28-07-2024 06:00,3.8,150,0
5489,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - 13:30 (ASN DEPOT) - 246,Non AC Seater (2+3),28-07-2024 16:30,03h 20m,28-07-2024 19:50,4,155,0
5490,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,Non AC Seater (2+3),28-07-2024 16:45,04h 15m,28-07-2024 21:00,3.8,150,0
5491,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - 14:00 (ASN DEPOT) - 247,Non AC Seater (2+3),28-07-2024 17:50,04h 40m,28-07-2024 22:30,4,155,0
5492,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 14:00 (DGP DEPOT) - 170,Non AC Seater (2+3),28-07-2024 18:00,04h 30m,28-07-2024 22:30,3.8,150,0
5493,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),28-07-2024 18:20,02h 45m,28-07-2024 21:05,4,150,0
5494,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - A/C - 14:15 (ASN DEPOT) - 1132,AC Seater (2+2),28-07-2024 18:25,04h 20m,28-07-2024 22:45,4,300,0
5495,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - A/C - 14:20 (ASANSOL DEPOT) - 1517,AC Seater (2+2),28-07-2024 18:30,03h 05m,28-07-2024 21:35,1.8,300,0
5496,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 14:30 - 312,Non AC Seater (2+3),28-07-2024 19:00,04h 30m,28-07-2024 23:30,4.1,155,0
5497,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - BANKURA - 14:30 (Bankura Depot) - 2756,Non AC Seater (2+3),28-07-2024 19:00,03h 20m,28-07-2024 22:20,3.6,150,0
5498,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 14:45 (ASANSOL DEPOT) - 256,Non AC Seater (2+3),28-07-2024 19:25,04h 05m,28-07-2024 23:30,3.5,150,0
5499,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 15:00 (ASANSOL DEPOT) - 257,Non AC Seater (2+3),28-07-2024 20:15,03h 40m,28-07-2024 23:55,3.8,150,0
5500,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 15:15 (DGP DEPOT) - 759,Non AC Seater (2+3),28-07-2024 20:15,03h 15m,28-07-2024 23:30,3.9,150,0
5501,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - A/C - 15:15 (BNK DEPOT) - 1524,AC Seater (2+2),28-07-2024 20:30,03h 55m,29-07-2024 00:25,3.4,300,0
5502,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - 15:30 (ASN DEPOT) - 249,Non AC Seater (2+3),28-07-2024 20:50,02h 55m,28-07-2024 23:45,3.9,155,0
5503,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - BANKURA - 15:30 (Bankura Depot) - 294,Non AC Seater (2+3),28-07-2024 20:50,03h 09m,28-07-2024 23:59,3.6,150,0
5504,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - 16:00 (ASANSOL DEPOT) - 768,Non AC Seater (2+3),28-07-2024 21:00,02h 59m,28-07-2024 23:59,4.1,150,0
5505,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - ASANSOL - AC - 16:15 (BEL DEPOT) - 1566,AC Seater (2+2),28-07-2024 21:20,02h 35m,28-07-2024 23:55,2.4,300,0
5506,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 16:15 (DGP DEPOT) - 760,Non AC Seater (2+3),28-07-2024 21:55,02h 55m,29-07-2024 00:50,4.3,150,0
5507,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 16:45 - 311,Non AC Seater (2+3),28-07-2024 22:00,03h 00m,29-07-2024 01:00,3.5,155,0
5508,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - ASANSOL - L/S - 17:00 (ASANSOL DEPOT) - 769,Non AC Seater (2+3),28-07-2024 22:00,03h 10m,29-07-2024 01:10,3.5,150,0
5509,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 17:15 (DGP DEPOT) - 173,Non AC Seater (2+3),28-07-2024 22:00,03h 45m,29-07-2024 01:45,3.7,150,0
5510,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - JAMURIA - VIA - DURGAPUR - 17:30 - 300,Non AC Seater (2+3),28-07-2024 22:31,02h 29m,29-07-2024 01:00,3.7,150,0
5511,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KARUNAMOYEE - DURGAPUR - 17:30 (DGP DEPOT) - 181,Non AC Seater (2+3),28-07-2024 22:40,02h 45m,29-07-2024 01:25,4.2,155,0
5512,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SBSTC-KOLKATA - DURGAPUR - 18:30 (DGP DEPOT) - 176,Non AC Seater (2+3),28-07-2024 22:40,02h 20m,29-07-2024 01:00,3.4,150,0
5513,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),28-07-2024 22:55,00h 50m,28-07-2024 23:45,3.7,350,0
5514,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),28-07-2024 23:00,03h 00m,29-07-2024 02:00,4.1,486,0
5515,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),28-07-2024 23:00,01h 30m,29-07-2024 00:30,4.6,486,0
5516,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),28-07-2024 23:00,03h 00m,29-07-2024 02:00,4.3,486,0
5517,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 23:10,03h 20m,29-07-2024 02:30,4.4,486,0
5518,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),28-07-2024 23:25,03h 35m,29-07-2024 03:00,4.2,486,0
5519,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 23:30,03h 30m,29-07-2024 03:00,4.6,486,0
5520,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),28-07-2024 23:45,02h 15m,29-07-2024 02:00,4.7,486,0
5521,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),28-07-2024 23:45,03h 15m,29-07-2024 03:00,4.7,486,0
5522,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),28-07-2024 23:55,02h 05m,29-07-2024 02:00,4.5,486,0
5523,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 23:59,02h 06m,29-07-2024 02:05,4.4,486,0
5524,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),28-07-2024 23:59,02h 46m,29-07-2024 02:45,4.6,486,0
5525,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),28-07-2024 00:50,02h 55m,28-07-2024 03:45,4.3,486,0
5526,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 02:00,02h 30m,28-07-2024 04:30,4.6,486,0
5527,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),28-07-2024 02:00,04h 00m,28-07-2024 06:00,4.6,486,0
5528,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line (Karunamoyee),Volvo 9600 Multi Axle Semi-Sleeper (2+2),28-07-2024 02:15,04h 45m,28-07-2024 07:00,4.8,486,0
5529,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 02:35,03h 35m,28-07-2024 06:10,4.4,486,0
5530,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),28-07-2024 16:00,04h 15m,28-07-2024 20:15,4.6,486,0
5531,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),28-07-2024 17:35,04h 55m,28-07-2024 22:30,4.6,486,0
5532,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline (Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 19:40,03h 35m,28-07-2024 23:15,4.3,486,0
5533,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),28-07-2024 20:20,03h 10m,28-07-2024 23:30,4.4,486,0
5534,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),28-07-2024 21:15,04h 30m,29-07-2024 01:45,4.6,486,0
5535,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Greenline,Volvo A/C Seater (2+2),28-07-2024 22:15,03h 30m,29-07-2024 01:45,4.7,486,0
5536,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),28-07-2024 22:15,04h 50m,29-07-2024 03:05,4.2,486,0
5537,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),28-07-2024 22:25,02h 55m,29-07-2024 01:20,3.8,500,0
5538,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),28-07-2024 22:50,03h 30m,29-07-2024 02:20,2.6,899,0
5539,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Maharani Travels,A/C Seater / Sleeper (2+1),28-07-2024 23:15,02h 45m,29-07-2024 02:00,3.2,0,0
5540,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Tulsi Travel,NON A/C Seater / Sleeper (2+2),28-07-2024 01:50,03h 30m,28-07-2024 05:20,0,0,0
5541,Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 13:00 (PRL DEP - 290,Non AC Seater (2+3),28-07-2024 02:30,03h 50m,28-07-2024 06:20,3.8,250,13
5542,Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia,SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),28-07-2024 18:00,03h 50m,28-07-2024 21:50,2.4,250,18
5543,Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),28-07-2024 18:45,03h 45m,28-07-2024 22:30,3.3,595,0
5544,Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia,City Queen Bus Service,Non AC Seater (2+2),28-07-2024 00:30,04h 13m,28-07-2024 04:43,3.7,250,0
5545,Kolkata to Purulia,https://www.redbus.in/bus-tickets/kolkata-to-purulia,City Queen Bus Service,Non AC Seater (2+2),28-07-2024 01:00,04h 15m,28-07-2024 05:15,2.1,285,0
5546,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 11:45 - (Suri Depot) - 2720,Non AC Seater (2+3),28-07-2024 01:30,04h 13m,28-07-2024 05:43,2.8,190,21
5547,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KARUNAMOYEE - SURI - 12:10 (Suri Depot) - 1366,Non AC Seater (2+3),28-07-2024 02:00,04h 58m,28-07-2024 06:58,3.5,195,0
5548,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 13:30 (Suri Depot) - 2914,Non AC Seater (2+3),28-07-2024 03:45,04h 45m,28-07-2024 08:30,4,190,0
5549,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 14:30 - (Suri Depot) - 652,Non AC Seater (2+3),28-07-2024 05:00,05h 15m,28-07-2024 10:15,3.3,190,0
5550,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 15:30 - (Suri Depot) - 655,Non AC Seater (2+3),28-07-2024 05:20,05h 25m,28-07-2024 10:45,4.1,190,0
5551,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 16: 30 - (Suri Depot) - 653,Non AC Seater (2+3),28-07-2024 05:30,06h 15m,28-07-2024 11:45,3.6,190,0
5552,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,SBSTC-KOLKATA - SURI - 18:00 - (Suri Depot) - 1205,Non AC Seater (2+3),28-07-2024 06:45,05h 45m,28-07-2024 12:30,3.4,190,0
5553,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),28-07-2024 07:00,06h 15m,28-07-2024 13:15,3.8,435,0
5554,Kolkata to Suri,https://www.redbus.in/bus-tickets/kolkata-to-suri,ASHIRWAD BUS SERVICE PRIVATE LIMITED,A/C Seater / Sleeper (2+1),28-07-2024 07:00,05h 00m,28-07-2024 12:00,3.5,400,0
5555,Midnapore to Barasat (West Bengal),https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,SBSTC-MIDNAPUR - HABRA - 14:00 (MID DEPOT) - 1397,Non AC Seater (2+3),28-07-2024 07:45,04h 15m,28-07-2024 12:00,4.3,125,44
5556,Midnapore to Barasat (West Bengal),https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),28-07-2024 08:00,06h 00m,28-07-2024 14:00,4.1,125,37
5557,Midnapore to Barasat (West Bengal),https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,WBTC (CTC) Habra-Midnapur - 194|15:40,Non AC Seater (2+3),28-07-2024 08:30,05h 15m,28-07-2024 13:45,4.1,120,0
5558,Midnapore to Barasat (West Bengal),https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,WBTC (CTC) Habra-Midnapur - 194|17:00,Non AC Seater (2+3),28-07-2024 09:00,04h 15m,28-07-2024 13:15,4.1,120,0
5559,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-JHARGRAM - GARIA - VIA - MIDNAPUR-KOLKATA - 10:45 - 3802,Non AC Seater (2+3),28-07-2024 09:15,04h 05m,28-07-2024 13:20,4.2,110,39
5560,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KOLKATA - 13:30 (MID DEPOT) - 870,Non AC Seater (2+3),28-07-2024 09:45,04h 15m,28-07-2024 14:00,4.3,110,52
5561,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - HABRA - 14:00 (MID DEPOT) - 1397,Non AC Seater (2+3),28-07-2024 10:30,04h 30m,28-07-2024 15:00,4,111,41
5562,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KOLKATA - 14:30 (MID DEPOT) - 871,Non AC Seater (2+3),28-07-2024 11:00,04h 30m,28-07-2024 15:30,4.8,110,47
5563,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-JHARGRAM - KARUNAMOYEE - VIA - KOLKATA - 13:35 - 1764,Non AC Seater (2+3),28-07-2024 11:15,03h 58m,28-07-2024 15:13,4.1,110,48
5564,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - GARIA - 15:30 (MID DEPOT) - 1511,Non AC Seater (2+3),28-07-2024 11:30,04h 40m,28-07-2024 16:10,3.9,110,47
5565,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),28-07-2024 12:00,04h 30m,28-07-2024 16:30,3.5,111,45
5566,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,SBSTC-MIDNAPUR - KARUNAMOYEE - 16:40 - 997,Non AC Seater (2+3),28-07-2024 12:30,04h 50m,28-07-2024 17:20,4.1,118,48
5567,Midnapore to Kolkata,https://www.redbus.in/bus-tickets/midnapore-to-kolkata,WBTC (CTC) Habra-Midnapur - 194|15:40,Non AC Seater (2+3),28-07-2024 13:30,04h 30m,28-07-2024 18:00,4.5,105,0
